idkec;nmkec;residential;secondary;service;tertiary;track;unclassified;living_street;footway;path;motorway;motorway_link;services;trunk;trunk_link;primary;proposed;construction;secondary_link;primary_link;tertiary_link;pedestrian;raceway;cycleway;steps;corridor
1671041;BUKIT KECIL;339;27;171;41;0;14;8;6;1;0;0;0;0;0;47;0;1;1;6;0;3;0;0;2;0
1671050;ILIR TIMUR I;874;16;241;31;3;34;60;7;9;0;0;0;0;0;47;0;0;1;10;1;0;0;0;5;0
1671051;KEMUNING;1152;0;241;28;0;17;35;9;13;0;0;0;0;0;39;0;0;0;11;0;4;0;0;6;0
1671060;ILIR TIMUR II;1027;0;158;18;2;13;7;5;8;0;0;0;0;0;25;0;0;0;5;1;0;0;0;0;0
1671061;KALIDONI;2839;8;329;30;17;30;12;0;28;0;0;3;0;0;22;0;0;2;2;1;0;0;0;0;0
1671062;ILIR TIMUR TIGA;1019;15;337;45;0;22;17;4;23;0;0;0;0;0;24;0;0;3;2;2;0;0;0;2;0
1671070;SAKO;2688;7;166;23;15;29;7;0;39;0;0;0;0;0;0;0;0;4;0;2;0;0;0;0;0
1671071;SEMATANG BORANG;1618;0;36;28;32;32;4;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1671080;SUKARAMI;5988;0;818;46;99;69;18;16;95;0;0;0;7;1;37;0;0;0;12;4;0;0;0;0;1
1671081;ALANG ALANG LEBAR;2891;0;634;49;38;68;15;7;47;0;0;0;13;6;22;0;0;0;8;8;0;0;0;0;0
1672010;RAMBANG KAPAK TENGAH;199;2;56;5;5;36;0;0;0;0;0;0;0;0;19;0;2;2;0;0;0;0;0;0;0
1672020;PRABUMULIH TIMUR;1754;8;186;20;0;49;0;11;0;0;0;0;0;0;9;0;0;13;8;0;2;0;0;0;0
1672021;PRABUMULIH SELATAN;325;8;66;9;1;17;0;0;0;0;0;0;0;0;6;0;0;2;0;0;0;0;0;0;0
1672030;PRABUMULIH BARAT;492;5;65;10;3;14;0;0;0;0;0;0;0;0;9;0;0;0;1;0;0;0;0;0;0
1672031;PRABUMULIH UTARA;391;0;26;9;0;15;0;0;5;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0
1672040;CAMBAI;349;2;103;3;5;31;0;0;1;0;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0
1673010;DEMPO SELATAN;158;0;41;13;14;15;0;1;0;0;0;0;0;0;7;0;0;0;0;2;0;0;0;0;0
1673011;DEMPO TENGAH;204;5;23;0;5;18;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
1673020;DEMPO UTARA;310;11;183;29;2;16;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0
1673030;PAGAR ALAM SELATAN;58;2;40;14;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1673040;PAGAR ALAM UTARA;822;24;84;21;7;37;0;0;4;0;0;0;0;0;16;0;0;8;0;7;0;0;0;0;0
1674011;LUBUK LINGGAU BARAT I;726;0;76;2;1;4;2;0;2;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
1674012;LUBUK LINGGAU BARAT II;298;0;19;4;0;6;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
1674021;LUBUK LINGGAU SELATAN I;275;0;50;0;0;26;1;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
1674022;LUBUK LINGGAU SELATAN II;595;4;54;8;2;9;5;2;3;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;0
1674031;LUBUK LINGGAU TIMUR I;820;0;117;8;0;10;2;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1674032;LUBUK LINGGAU TIMUR II;410;0;35;5;0;4;5;0;0;0;0;0;7;0;2;0;0;0;1;0;0;0;0;0;0
1674041;LUBUK LINGGAU UTARA I;274;0;102;5;3;20;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
1674042;LUBUK LINGGAU UTARA II;726;0;89;11;0;10;2;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0
